Time: 2021-12-31 01:05, Log: waterLV:402
Time: 2022-01-04 19:40, Log: pumped
Time: 2022-01-04 19:45, Log: waterLV:672
Time: 2022-01-04 19:45, Log: pumped
Time: 2022-01-04 19:50, Log: waterLV:667
Time: 2022-01-04 19:50, Log: pumped
Time: 2022-01-04 19:55, Log: waterLV:668
Time: 2022-01-04 19:55, Log: pumped
Time: 2022-01-04 20:00, Log: waterLV:673
Time: 2022-01-04 20:00, Log: pumped
Time: 2022-01-04 20:05, Log: waterLV:673
Time: 2022-01-04 20:05, Log: pumped
Time: 2022-01-04 20:10, Log: waterLV:668
Time: 2022-01-04 20:10, Log: pumped
Time: 2022-01-04 20:15, Log: waterLV:668
Time: 2022-01-04 20:15, Log: pumped
Time: 2022-01-04 20:20, Log: waterLV:667
Time: 2022-01-04 20:20, Log: pumped
Time: 2022-01-04 20:25, Log: waterLV:668
Time: 2022-01-04 20:25, Log: pumped
Time: 2022-01-04 20:30, Log: waterLV:667
Time: 2022-01-04 20:30, Log: pumped
Time: 2022-01-04 20:35, Log: waterLV:675
Time: 2022-01-04 20:35, Log: pumped
Time: 2022-01-04 20:40, Log: waterLV:671
Time: 2022-01-04 20:40, Log: pumped
Time: 2022-01-04 20:45, Log: waterLV:665
Time: 2022-01-04 20:45, Log: pumped
Time: 2022-01-04 20:50, Log: waterLV:666
Time: 2022-01-04 20:50, Log: pumped
Time: 2022-01-04 20:55, Log: waterLV:670
Time: 2022-01-04 20:55, Log: pumped
Time: 2022-01-04 21:00, Log: waterLV:664
Time: 2022-01-04 21:00, Log: pumped
Time: 2022-01-04 21:05, Log: waterLV:672
Time: 2022-01-04 21:05, Log: pumped
Time: 2022-01-04 21:10, Log: waterLV:665
Time: 2022-01-04 21:10, Log: pumped
Time: 2022-01-04 21:15, Log: waterLV:672
Time: 2022-01-04 21:15, Log: pumped
Time: 2022-01-04 21:20, Log: waterLV:665
Time: 2022-01-04 21:20, Log: pumped
Time: 2022-01-04 21:25, Log: waterLV:672
Time: 2022-01-04 21:25, Log: pumped
Time: 2022-01-04 21:30, Log: waterLV:670
Time: 2022-01-04 21:30, Log: pumped
Time: 2022-01-04 21:35, Log: waterLV:673
Time: 2022-01-04 21:35, Log: pumped
Time: 2022-01-04 21:40, Log: waterLV:667
Time: 2022-01-04 21:40, Log: pumped
Time: 2022-01-04 21:45, Log: waterLV:671
Time: 2022-01-04 21:45, Log: pumped
Time: 2022-01-04 21:50, Log: waterLV:672
Time: 2022-01-04 21:50, Log: pumped
Time: 2022-01-04 21:55, Log: waterLV:672
Time: 2022-01-04 21:55, Log: pumped
Time: 2022-01-04 22:00, Log: waterLV:664
Time: 2022-01-04 22:00, Log: pumped
Time: 2022-01-04 22:05, Log: waterLV:673
Time: 2022-01-04 22:05, Log: pumped
Time: 2022-01-04 22:10, Log: waterLV:665
Time: 2022-01-04 22:10, Log: pumped
Time: 2022-01-04 22:15, Log: waterLV:672
Time: 2022-01-04 22:15, Log: pumped
Time: 2022-01-04 22:20, Log: waterLV:665
Time: 2022-01-04 22:20, Log: pumped
Time: 2022-01-04 22:25, Log: waterLV:665
Time: 2022-01-04 22:25, Log: pumped
Time: 2022-01-04 22:30, Log: waterLV:664
Time: 2022-01-04 22:30, Log: pumped
Time: 2022-01-04 22:35, Log: waterLV:673
Time: 2022-01-04 22:35, Log: pumped
Time: 2022-01-04 22:40, Log: waterLV:664
Time: 2022-01-04 22:40, Log: pumped
Time: 2022-01-04 22:45, Log: waterLV:664
Time: 2022-01-04 22:45, Log: pumped
Time: 2022-01-04 22:50, Log: waterLV:673
Time: 2022-01-04 22:50, Log: pumped
Time: 2022-01-04 22:55, Log: waterLV:665
Time: 2022-01-04 22:55, Log: pumped
Time: 2022-01-04 23:00, Log: waterLV:666
Time: 2022-01-04 23:00, Log: pumped
Time: 2022-01-04 23:05, Log: waterLV:673
Time: 2022-01-04 23:05, Log: pumped
Time: 2022-01-04 23:10, Log: waterLV:672
Time: 2022-01-04 23:10, Log: pumped
Time: 2022-01-04 23:15, Log: waterLV:666
Time: 2022-01-04 23:15, Log: pumped
Time: 2022-01-04 23:20, Log: waterLV:672
Time: 2022-01-04 23:20, Log: pumped
Time: 2022-01-04 23:25, Log: waterLV:665
Time: 2022-01-04 23:25, Log: pumped
Time: 2022-01-04 23:30, Log: waterLV:665
Time: 2022-01-04 23:30, Log: pumped
Time: 2022-01-04 23:35, Log: waterLV:670
Time: 2022-01-04 23:35, Log: pumped
Time: 2022-01-04 23:40, Log: waterLV:668
Time: 2022-01-04 23:40, Log: pumped
Time: 2022-01-04 23:45, Log: waterLV:666
Time: 2022-01-04 23:45, Log: pumped
Time: 2022-01-04 23:50, Log: waterLV:665
Time: 2022-01-04 23:50, Log: pumped
Time: 2022-01-04 23:55, Log: waterLV:667
Time: 2022-01-04 23:55, Log: pumped
Time: 2022-01-05 00:00, Log: waterLV:664
Time: 2022-01-05 00:00, Log: pumped
Time: 2022-01-05 00:05, Log: waterLV:666
Time: 2022-01-05 00:05, Log: pumped
Time: 2022-01-05 00:10, Log: waterLV:658
Time: 2022-01-05 00:10, Log: pumped
Time: 2022-01-05 00:15, Log: waterLV:665
Time: 2022-01-05 00:15, Log: pumped
Time: 2022-01-05 00:20, Log: waterLV:659
Time: 2022-01-05 00:20, Log: pumped
Time: 2022-01-05 00:25, Log: waterLV:658
Time: 2022-01-05 00:25, Log: pumped
Time: 2022-01-05 00:30, Log: waterLV:658
Time: 2022-01-05 00:30, Log: pumped
Time: 2022-01-05 00:35, Log: waterLV:666
Time: 2022-01-05 00:35, Log: pumped
Time: 2022-01-05 00:40, Log: waterLV:666
Time: 2022-01-05 00:40, Log: pumped
Time: 2022-01-05 00:45, Log: waterLV:667
Time: 2022-01-05 00:45, Log: pumped
Time: 2022-01-05 00:50, Log: waterLV:657
Time: 2022-01-05 00:50, Log: pumped
Time: 2022-01-05 00:55, Log: waterLV:665
Time: 2022-01-05 00:55, Log: pumped
Time: 2022-01-05 01:00, Log: waterLV:657
Time: 2022-01-05 01:00, Log: pumped
Time: 2022-01-05 01:05, Log: waterLV:657
Time: 2022-01-05 01:05, Log: pumped
Time: 2022-01-05 01:10, Log: waterLV:657
Time: 2022-01-05 01:10, Log: pumped
Time: 2022-01-05 01:15, Log: waterLV:660
Time: 2022-01-05 01:15, Log: pumped
Time: 2022-01-05 01:20, Log: waterLV:665
Time: 2022-01-05 01:20, Log: pumped
Time: 2022-01-05 01:25, Log: waterLV:665
Time: 2022-01-05 01:25, Log: pumped
Time: 2022-01-05 01:30, Log: waterLV:656
Time: 2022-01-05 01:30, Log: pumped
Time: 2022-01-05 01:35, Log: waterLV:665
Time: 2022-01-05 01:35, Log: pumped
Time: 2022-01-05 01:40, Log: waterLV:660
Time: 2022-01-05 01:40, Log: pumped
Time: 2022-01-05 01:45, Log: waterLV:657
Time: 2022-01-05 01:45, Log: pumped
Time: 2022-01-05 01:50, Log: waterLV:664
Time: 2022-01-05 01:50, Log: pumped
Time: 2022-01-05 01:55, Log: waterLV:662
Time: 2022-01-05 01:55, Log: pumped
Time: 2022-01-05 02:00, Log: waterLV:657
Time: 2022-01-05 02:00, Log: pumped
Time: 2022-01-05 02:05, Log: waterLV:662
Time: 2022-01-05 02:05, Log: pumped
Time: 2022-01-05 02:10, Log: waterLV:665
Time: 2022-01-05 02:10, Log: pumped
Time: 2022-01-05 02:15, Log: waterLV:657
Time: 2022-01-05 02:15, Log: pumped
Time: 2022-01-05 02:20, Log: waterLV:665
Time: 2022-01-05 02:20, Log: pumped
Time: 2022-01-05 02:25, Log: waterLV:657
Time: 2022-01-05 02:25, Log: pumped
Time: 2022-01-05 02:30, Log: waterLV:665
Time: 2022-01-05 02:30, Log: pumped
Time: 2022-01-05 02:35, Log: waterLV:656
Time: 2022-01-05 02:35, Log: pumped
Time: 2022-01-05 02:40, Log: waterLV:656
Time: 2022-01-05 02:40, Log: pumped
Time: 2022-01-05 02:45, Log: waterLV:661
Time: 2022-01-05 02:45, Log: pumped
Time: 2022-01-05 02:50, Log: waterLV:656
Time: 2022-01-05 02:50, Log: pumped
Time: 2022-01-05 02:55, Log: waterLV:656
Time: 2022-01-05 02:55, Log: pumped
Time: 2022-01-05 03:00, Log: waterLV:656
Time: 2022-01-05 03:00, Log: pumped
Time: 2022-01-05 03:05, Log: waterLV:663
Time: 2022-01-05 03:05, Log: pumped
Time: 2022-01-05 03:10, Log: waterLV:658
Time: 2022-01-05 03:10, Log: pumped
Time: 2022-01-05 03:15, Log: waterLV:666
Time: 2022-01-05 03:15, Log: pumped
Time: 2022-01-05 03:20, Log: waterLV:662
Time: 2022-01-05 03:20, Log: pumped
Time: 2022-01-05 03:25, Log: waterLV:657
Time: 2022-01-05 03:25, Log: pumped
Time: 2022-01-05 03:30, Log: waterLV:656
Time: 2022-01-05 03:30, Log: pumped
Time: 2022-01-05 03:35, Log: waterLV:663
Time: 2022-01-05 03:35, Log: pumped
Time: 2022-01-05 03:40, Log: waterLV:665
Time: 2022-01-05 03:40, Log: pumped
Time: 2022-01-05 03:45, Log: waterLV:661
Time: 2022-01-05 03:45, Log: pumped
Time: 2022-01-05 03:50, Log: waterLV:658
Time: 2022-01-05 03:50, Log: pumped
Time: 2022-01-05 03:55, Log: waterLV:659
Time: 2022-01-05 03:55, Log: pumped
Time: 2022-01-05 04:00, Log: waterLV:658
Time: 2022-01-05 04:00, Log: pumped
Time: 2022-01-05 04:05, Log: waterLV:661
Time: 2022-01-05 04:05, Log: pumped
Time: 2022-01-05 04:10, Log: waterLV:667
Time: 2022-01-05 04:10, Log: pumped
Time: 2022-01-05 04:15, Log: waterLV:667
Time: 2022-01-05 04:15, Log: pumped
Time: 2022-01-05 04:20, Log: waterLV:665
Time: 2022-01-05 04:20, Log: pumped
Time: 2022-01-05 04:25, Log: waterLV:659
Time: 2022-01-05 04:25, Log: pumped
Time: 2022-01-05 04:30, Log: waterLV:659
Time: 2022-01-05 04:30, Log: pumped
Time: 2022-01-05 04:35, Log: waterLV:659
Time: 2022-01-05 04:35, Log: pumped
Time: 2022-01-05 04:40, Log: waterLV:660
Time: 2022-01-05 04:40, Log: pumped
Time: 2022-01-05 04:45, Log: waterLV:661
Time: 2022-01-05 04:45, Log: pumped
Time: 2022-01-05 04:50, Log: waterLV:661
Time: 2022-01-05 04:50, Log: pumped
Time: 2022-01-05 04:55, Log: waterLV:667
Time: 2022-01-05 04:55, Log: pumped
Time: 2022-01-05 05:00, Log: waterLV:659
Time: 2022-01-05 05:00, Log: pumped
Time: 2022-01-05 05:05, Log: waterLV:658
Time: 2022-01-05 05:05, Log: pumped
Time: 2022-01-05 05:10, Log: waterLV:659
Time: 2022-01-05 05:10, Log: pumped
Time: 2022-01-05 05:15, Log: waterLV:660
Time: 2022-01-05 05:15, Log: pumped
Time: 2022-01-05 05:20, Log: waterLV:668
Time: 2022-01-05 05:20, Log: pumped
Time: 2022-01-05 05:25, Log: waterLV:658
Time: 2022-01-05 05:25, Log: pumped
Time: 2022-01-05 05:30, Log: waterLV:659
Time: 2022-01-05 05:30, Log: pumped
Time: 2022-01-05 05:35, Log: waterLV:662
Time: 2022-01-05 05:35, Log: pumped
Time: 2022-01-05 05:40, Log: waterLV:667
Time: 2022-01-05 05:40, Log: pumped
Time: 2022-01-05 05:45, Log: waterLV:666
Time: 2022-01-05 05:45, Log: pumped
Time: 2022-01-05 05:50, Log: waterLV:658
Time: 2022-01-05 05:50, Log: pumped
Time: 2022-01-05 05:55, Log: waterLV:667
Time: 2022-01-05 05:55, Log: pumped
Time: 2022-01-05 06:00, Log: waterLV:657
Time: 2022-01-05 06:00, Log: pumped
Time: 2022-01-05 06:05, Log: waterLV:662
Time: 2022-01-05 06:05, Log: pumped
Time: 2022-01-05 06:10, Log: waterLV:658
Time: 2022-01-05 06:10, Log: pumped
Time: 2022-01-05 06:15, Log: waterLV:657
Time: 2022-01-05 06:15, Log: pumped
Time: 2022-01-05 06:20, Log: waterLV:656
Time: 2022-01-05 06:20, Log: pumped
Time: 2022-01-05 06:25, Log: waterLV:659
Time: 2022-01-05 06:25, Log: pumped
Time: 2022-01-05 06:30, Log: waterLV:656
Time: 2022-01-05 06:30, Log: pumped
Time: 2022-01-05 06:35, Log: waterLV:656
Time: 2022-01-05 06:35, Log: pumped
Time: 2022-01-05 06:40, Log: waterLV:664
Time: 2022-01-05 06:40, Log: pumped
Time: 2022-01-05 06:45, Log: waterLV:656
Time: 2022-01-05 06:45, Log: pumped
Time: 2022-01-05 06:50, Log: waterLV:658
Time: 2022-01-05 06:50, Log: pumped
Time: 2022-01-05 06:55, Log: waterLV:665
Time: 2022-01-05 06:55, Log: pumped
Time: 2022-01-05 07:00, Log: waterLV:659
Time: 2022-01-05 07:00, Log: pumped
Time: 2022-01-05 07:05, Log: waterLV:656
Time: 2022-01-05 07:05, Log: pumped
Time: 2022-01-05 07:10, Log: waterLV:665
Time: 2022-01-05 07:10, Log: pumped
Time: 2022-01-05 07:15, Log: waterLV:656
Time: 2022-01-05 07:15, Log: pumped
Time: 2022-01-05 07:20, Log: waterLV:655
Time: 2022-01-05 07:20, Log: pumped
Time: 2022-01-05 07:25, Log: waterLV:664
Time: 2022-01-05 07:25, Log: pumped
Time: 2022-01-05 07:30, Log: waterLV:664
Time: 2022-01-05 07:30, Log: pumped
Time: 2022-01-05 07:35, Log: waterLV:664
Time: 2022-01-05 07:35, Log: pumped
Time: 2022-01-05 07:40, Log: waterLV:657
Time: 2022-01-05 07:40, Log: pumped
Time: 2022-01-05 07:45, Log: waterLV:664
Time: 2022-01-05 07:45, Log: pumped
Time: 2022-01-05 07:50, Log: waterLV:658
Time: 2022-01-05 07:50, Log: pumped
Time: 2022-01-05 07:55, Log: waterLV:656
Time: 2022-01-05 07:55, Log: pumped
Time: 2022-01-05 08:00, Log: waterLV:665
Time: 2022-01-05 08:00, Log: pumped
Time: 2022-01-05 08:05, Log: waterLV:657
Time: 2022-01-05 08:05, Log: pumped
Time: 2022-01-05 08:10, Log: waterLV:664
Time: 2022-01-05 08:10, Log: pumped
Time: 2022-01-05 08:15, Log: waterLV:657
Time: 2022-01-05 08:15, Log: pumped
Time: 2022-01-05 08:20, Log: waterLV:655
Time: 2022-01-05 08:20, Log: pumped
Time: 2022-01-05 08:25, Log: waterLV:665
Time: 2022-01-05 08:25, Log: pumped
Time: 2022-01-05 08:30, Log: waterLV:664
Time: 2022-01-05 08:30, Log: pumped
Time: 2022-01-05 08:35, Log: waterLV:659
Time: 2022-01-05 08:35, Log: pumped
Time: 2022-01-05 08:40, Log: waterLV:656
Time: 2022-01-05 08:40, Log: pumped
Time: 2022-01-05 08:45, Log: waterLV:657
Time: 2022-01-05 08:45, Log: pumped
Time: 2022-01-05 08:50, Log: waterLV:656
Time: 2022-01-05 08:50, Log: pumped
Time: 2022-01-05 08:55, Log: waterLV:664
Time: 2022-01-05 08:55, Log: pumped
Time: 2022-01-05 09:00, Log: waterLV:656
Time: 2022-01-05 09:00, Log: pumped
Time: 2022-01-05 09:05, Log: waterLV:665
Time: 2022-01-05 09:05, Log: pumped
Time: 2022-01-05 09:10, Log: waterLV:656
Time: 2022-01-05 09:10, Log: pumped
Time: 2022-01-05 09:15, Log: waterLV:657
Time: 2022-01-05 09:15, Log: pumped
Time: 2022-01-05 09:20, Log: waterLV:665
Time: 2022-01-05 09:20, Log: pumped
Time: 2022-01-05 09:25, Log: waterLV:657
Time: 2022-01-05 09:25, Log: pumped
Time: 2022-01-05 09:30, Log: waterLV:661
Time: 2022-01-05 09:30, Log: pumped
Time: 2022-01-05 09:35, Log: waterLV:660
Time: 2022-01-05 09:35, Log: pumped
Time: 2022-01-05 09:40, Log: waterLV:663
Time: 2022-01-05 09:40, Log: pumped
Time: 2022-01-05 09:45, Log: waterLV:662
Time: 2022-01-05 09:45, Log: pumped
Time: 2022-01-05 09:50, Log: waterLV:666
Time: 2022-01-05 09:50, Log: pumped
Time: 2022-01-05 09:55, Log: waterLV:657
Time: 2022-01-05 09:55, Log: pumped
Time: 2022-01-05 10:00, Log: waterLV:665
Time: 2022-01-05 10:00, Log: pumped
Time: 2022-01-05 10:05, Log: waterLV:656
Time: 2022-01-05 10:05, Log: pumped
Time: 2022-01-05 10:10, Log: waterLV:663
Time: 2022-01-05 10:10, Log: pumped
Time: 2022-01-05 10:15, Log: waterLV:663
Time: 2022-01-05 10:15, Log: pumped
Time: 2022-01-05 10:20, Log: waterLV:661
Time: 2022-01-05 10:20, Log: pumped
Time: 2022-01-05 10:25, Log: waterLV:663
Time: 2022-01-05 10:25, Log: pumped
Time: 2022-01-05 10:30, Log: waterLV:663
Time: 2022-01-05 10:30, Log: pumped
Time: 2022-01-05 10:35, Log: waterLV:654
Time: 2022-01-05 10:35, Log: pumped
Time: 2022-01-05 10:40, Log: waterLV:654
Time: 2022-01-05 10:40, Log: pumped
Time: 2022-01-05 10:45, Log: waterLV:654
Time: 2022-01-05 10:45, Log: pumped
Time: 2022-01-05 10:50, Log: waterLV:662
Time: 2022-01-05 10:50, Log: pumped
Time: 2022-01-05 10:55, Log: waterLV:664
Time: 2022-01-05 10:55, Log: pumped
Time: 2022-01-05 11:00, Log: waterLV:664
Time: 2022-01-05 11:00, Log: pumped
Time: 2022-01-05 11:05, Log: waterLV:657
Time: 2022-01-05 11:05, Log: pumped
Time: 2022-01-05 11:10, Log: waterLV:661
Time: 2022-01-05 11:10, Log: pumped
Time: 2022-01-05 11:15, Log: waterLV:664
Time: 2022-01-05 11:15, Log: pumped
Time: 2022-01-05 11:20, Log: waterLV:656
Time: 2022-01-05 11:20, Log: pumped
Time: 2022-01-05 11:25, Log: waterLV:655
Time: 2022-01-05 11:25, Log: pumped
Time: 2022-01-05 11:30, Log: waterLV:663
Time: 2022-01-05 11:30, Log: pumped
Time: 2022-01-05 11:35, Log: waterLV:658
Time: 2022-01-05 11:35, Log: pumped
Time: 2022-01-05 11:40, Log: waterLV:656
Time: 2022-01-05 11:40, Log: pumped
Time: 2022-01-05 11:45, Log: waterLV:658
Time: 2022-01-05 11:45, Log: pumped
Time: 2022-01-05 11:50, Log: waterLV:664
Time: 2022-01-05 11:50, Log: pumped
Time: 2022-01-05 11:55, Log: waterLV:665
Time: 2022-01-05 11:55, Log: pumped
Time: 2022-01-05 12:00, Log: waterLV:655
Time: 2022-01-05 12:00, Log: pumped
Time: 2022-01-05 12:05, Log: waterLV:666
Time: 2022-01-05 12:05, Log: pumped
Time: 2022-01-05 12:10, Log: waterLV:659
Time: 2022-01-05 12:10, Log: pumped
Time: 2022-01-05 12:15, Log: waterLV:666
Time: 2022-01-05 12:15, Log: pumped
Time: 2022-01-05 12:20, Log: waterLV:666
Time: 2022-01-05 12:20, Log: pumped
Time: 2022-01-05 12:25, Log: waterLV:661
Time: 2022-01-05 12:25, Log: pumped
Time: 2022-01-05 12:30, Log: waterLV:663
Time: 2022-01-05 12:30, Log: pumped
Time: 2022-01-05 12:35, Log: waterLV:657
Time: 2022-01-05 12:35, Log: pumped
Time: 2022-01-05 12:40, Log: waterLV:663
Time: 2022-01-05 12:40, Log: pumped
Time: 2022-01-05 12:45, Log: waterLV:665
Time: 2022-01-05 12:45, Log: pumped
Time: 2022-01-05 12:50, Log: waterLV:666
Time: 2022-01-05 12:50, Log: pumped
Time: 2022-01-05 12:55, Log: waterLV:656
Time: 2022-01-05 12:55, Log: pumped
Time: 2022-01-05 13:00, Log: waterLV:665
Time: 2022-01-05 13:00, Log: pumped
Time: 2022-01-05 13:05, Log: waterLV:666
Time: 2022-01-05 13:05, Log: pumped
Time: 2022-01-05 13:10, Log: waterLV:658
Time: 2022-01-05 13:10, Log: pumped
Time: 2022-01-05 13:15, Log: waterLV:666
Time: 2022-01-05 13:15, Log: pumped
Time: 2022-01-05 13:20, Log: waterLV:665
Time: 2022-01-05 13:20, Log: pumped
Time: 2022-01-05 13:25, Log: waterLV:659
Time: 2022-01-05 13:25, Log: pumped
Time: 2022-01-05 13:30, Log: waterLV:661
Time: 2022-01-05 13:30, Log: pumped
Time: 2022-01-05 13:35, Log: waterLV:662
Time: 2022-01-05 13:35, Log: pumped
Time: 2022-01-05 13:40, Log: waterLV:663
Time: 2022-01-05 13:40, Log: pumped
Time: 2022-01-05 13:45, Log: waterLV:670
Time: 2022-01-05 13:45, Log: pumped
Time: 2022-01-05 13:50, Log: waterLV:663
Time: 2022-01-05 13:50, Log: pumped
Time: 2022-01-05 13:55, Log: waterLV:662
Time: 2022-01-05 13:55, Log: pumped
Time: 2022-01-05 14:00, Log: waterLV:668
Time: 2022-01-05 14:00, Log: pumped
Time: 2022-01-05 14:05, Log: waterLV:663
Time: 2022-01-05 14:05, Log: pumped
Time: 2022-01-05 14:10, Log: waterLV:672
Time: 2022-01-05 14:10, Log: pumped
Time: 2022-01-05 14:15, Log: waterLV:664
Time: 2022-01-05 14:15, Log: pumped
Time: 2022-01-05 14:20, Log: waterLV:663
Time: 2022-01-05 14:20, Log: pumped
Time: 2022-01-05 14:25, Log: waterLV:664
Time: 2022-01-05 14:25, Log: pumped
Time: 2022-01-05 14:30, Log: waterLV:671
Time: 2022-01-05 14:30, Log: pumped
Time: 2022-01-05 14:35, Log: waterLV:672
Time: 2022-01-05 14:35, Log: pumped
Time: 2022-01-05 14:40, Log: waterLV:670
Time: 2022-01-05 14:40, Log: pumped
Time: 2022-01-05 14:45, Log: waterLV:673
Time: 2022-01-05 14:45, Log: pumped
Time: 2022-01-05 14:50, Log: waterLV:672
Time: 2022-01-05 14:50, Log: pumped
Time: 2022-01-05 14:55, Log: waterLV:667
Time: 2022-01-05 14:55, Log: pumped
Time: 2022-01-05 15:00, Log: waterLV:673
Time: 2022-01-05 15:00, Log: pumped
Time: 2022-01-05 15:05, Log: waterLV:665
Time: 2022-01-05 15:05, Log: pumped
Time: 2022-01-05 15:10, Log: waterLV:666
Time: 2022-01-05 15:10, Log: pumped
Time: 2022-01-05 15:15, Log: waterLV:667
Time: 2022-01-05 15:15, Log: pumped
Time: 2022-01-05 15:20, Log: waterLV:673
Time: 2022-01-05 15:20, Log: pumped
Time: 2022-01-05 15:25, Log: waterLV:672
Time: 2022-01-05 15:25, Log: pumped
Time: 2022-01-05 15:30, Log: waterLV:673
Time: 2022-01-05 15:30, Log: pumped
Time: 2022-01-05 15:35, Log: waterLV:666
Time: 2022-01-05 15:35, Log: pumped
Time: 2022-01-05 15:40, Log: waterLV:666
Time: 2022-01-05 15:40, Log: pumped
Time: 2022-01-05 15:45, Log: waterLV:666
Time: 2022-01-05 15:45, Log: pumped
Time: 2022-01-05 15:50, Log: waterLV:666
Time: 2022-01-05 15:50, Log: pumped
Time: 2022-01-05 15:55, Log: waterLV:667
Time: 2022-01-05 15:55, Log: pumped
Time: 2022-01-05 16:00, Log: waterLV:668
Time: 2022-01-05 16:00, Log: pumped
Time: 2022-01-05 16:05, Log: waterLV:667
Time: 2022-01-05 16:05, Log: pumped
Time: 2022-01-05 16:10, Log: waterLV:669
Time: 2022-01-05 16:10, Log: pumped
Time: 2022-01-05 16:15, Log: waterLV:670
Time: 2022-01-05 16:15, Log: pumped
Time: 2022-01-05 16:20, Log: waterLV:675
Time: 2022-01-05 16:20, Log: pumped
Time: 2022-01-05 16:25, Log: waterLV:669
Time: 2022-01-05 16:25, Log: pumped
Time: 2022-01-05 16:30, Log: waterLV:669
Time: 2022-01-05 16:30, Log: pumped
Time: 2022-01-05 16:35, Log: waterLV:668
Time: 2022-01-05 16:35, Log: pumped
Time: 2022-01-05 16:40, Log: waterLV:674
Time: 2022-01-05 16:40, Log: pumped
Time: 2022-01-05 16:45, Log: waterLV:675
Time: 2022-01-05 16:45, Log: pumped
Time: 2022-01-05 16:50, Log: waterLV:671
Time: 2022-01-05 16:50, Log: pumped
Time: 2022-01-05 16:55, Log: waterLV:675
Time: 2022-01-05 16:55, Log: pumped
Time: 2022-01-05 17:00, Log: waterLV:671
Time: 2022-01-05 17:00, Log: pumped
Time: 2022-01-05 17:05, Log: waterLV:669
Time: 2022-01-05 17:05, Log: pumped
Time: 2022-01-05 17:10, Log: waterLV:668
Time: 2022-01-05 17:10, Log: pumped
Time: 2022-01-05 17:15, Log: waterLV:667
Time: 2022-01-05 17:15, Log: pumped
Time: 2022-01-05 17:20, Log: waterLV:667
Time: 2022-01-05 17:20, Log: pumped
Time: 2022-01-05 17:25, Log: waterLV:667
Time: 2022-01-05 17:25, Log: pumped
Time: 2022-01-05 17:30, Log: waterLV:668
Time: 2022-01-05 17:30, Log: pumped
Time: 2022-01-05 17:35, Log: waterLV:675
Time: 2022-01-05 17:35, Log: pumped
Time: 2022-01-05 17:40, Log: waterLV:668
Time: 2022-01-05 17:40, Log: pumped
Time: 2022-01-05 17:45, Log: waterLV:676
Time: 2022-01-05 17:45, Log: pumped
Time: 2022-01-05 17:50, Log: waterLV:669
Time: 2022-01-05 17:50, Log: pumped
Time: 2022-01-05 17:55, Log: waterLV:676
Time: 2022-01-05 17:55, Log: pumped
Time: 2022-01-05 18:00, Log: waterLV:676
Time: 2022-01-05 18:00, Log: pumped
Time: 2022-01-05 18:05, Log: waterLV:668
Time: 2022-01-05 18:05, Log: pumped
Time: 2022-01-05 18:10, Log: waterLV:668
Time: 2022-01-05 18:10, Log: pumped
Time: 2022-01-05 18:15, Log: waterLV:676
Time: 2022-01-05 18:15, Log: pumped
Time: 2022-01-05 18:20, Log: waterLV:677
Time: 2022-01-05 18:20, Log: pumped
Time: 2022-01-05 18:25, Log: waterLV:675
Time: 2022-01-05 18:25, Log: pumped
Time: 2022-01-05 18:30, Log: waterLV:668
Time: 2022-01-05 18:30, Log: pumped
Time: 2022-01-05 18:35, Log: waterLV:675
Time: 2022-01-05 18:35, Log: pumped
Time: 2022-01-05 18:40, Log: waterLV:665
Time: 2022-01-05 18:40, Log: pumped
Time: 2022-01-05 18:45, Log: waterLV:666
Time: 2022-01-05 18:45, Log: pumped
Time: 2022-01-05 18:50, Log: waterLV:668
Time: 2022-01-05 18:50, Log: pumped
Time: 2022-01-05 18:55, Log: waterLV:666
Time: 2022-01-05 18:55, Log: pumped
Time: 2022-01-05 19:00, Log: waterLV:675
Time: 2022-01-05 19:00, Log: pumped
Time: 2022-01-05 19:05, Log: waterLV:667
Time: 2022-01-05 19:05, Log: pumped
Time: 2022-01-05 19:10, Log: waterLV:674
Time: 2022-01-05 19:10, Log: pumped
Time: 2022-01-05 19:15, Log: waterLV:668
Time: 2022-01-05 19:15, Log: pumped
Time: 2022-01-05 19:20, Log: waterLV:667
Time: 2022-01-05 19:20, Log: pumped
Time: 2022-01-05 19:25, Log: waterLV:674
Time: 2022-01-05 19:25, Log: pumped
Time: 2022-01-05 19:30, Log: waterLV:673
Time: 2022-01-05 19:30, Log: pumped
Time: 2022-01-05 19:35, Log: waterLV:675
Time: 2022-01-05 19:35, Log: pumped
Time: 2022-01-05 19:40, Log: waterLV:671
Time: 2022-01-05 19:40, Log: pumped
Time: 2022-01-05 19:45, Log: waterLV:668
Time: 2022-01-05 19:45, Log: pumped
Time: 2022-01-05 19:50, Log: waterLV:672
Time: 2022-01-05 19:50, Log: pumped
Time: 2022-01-05 19:55, Log: waterLV:668
Time: 2022-01-05 19:55, Log: pumped
Time: 2022-01-05 20:00, Log: waterLV:667
Time: 2022-01-05 20:00, Log: pumped
Time: 2022-01-05 20:05, Log: waterLV:670
Time: 2022-01-05 20:05, Log: pumped
Time: 2022-01-05 20:10, Log: waterLV:667
Time: 2022-01-05 20:10, Log: pumped
Time: 2022-01-05 20:15, Log: waterLV:672
Time: 2022-01-05 20:15, Log: pumped
Time: 2022-01-05 20:20, Log: waterLV:673
Time: 2022-01-05 20:20, Log: pumped
Time: 2022-01-05 20:25, Log: waterLV:674
